	ABRXMLSearch.asmx		AJAXComparison.asmx		ATFM.asmx		AjaxGetHandler.asmx		Antarctic_Gazetteer_Service.asmx		Artist.asmx		AustralianPostCode.asmx		Availability.asmx		BibleData.asmx		BookStoreService.asmx		CalcService.asmx		CarData.asmx		CasGroups.asmx		CasUsers.asmx		Communication.asmx		ContentActionService.asmx		ConvertTemperature.asmx		ConvertTorque.asmx		CountryLookup.asmx		CreditCard.asmx		Data.asmx		Fax.asmx		FinanceService.asmx		FranSearch.asmx		GBEAWHolidayDates.asmx		GBNIRHolidayDates.asmx		GBSCTHolidayDates.asmx		General.asmx		GeoServiceWebService.asmx		GraphWS.asmx		HeaderService.asmx		HolidayService.asmx		HotellinxXmlService.asmx		HydrologyWS.asmx		ImmissionWS.asmx		KreditCalc.asmx		Kursbuchbestellen.asmx		MODIS.asmx		MathService.asmx		MeteorologyWS.asmx		MonthlyPaymentCalculator.asmx		Nam12km.asmx		Nets.asmx		OrteLookup.asmx		PersonService.asmx		PublicServices.asmx		RssToHTML.asmx		SMSService.asmx		SMS_Process.asmx		SearchService.asmx		SecureServices.asmx		Service.asmx		Service1.asmx		Sharing.asmx		SmdWebSvc.asmx		StateDemo.asmx		StockCheckWS.asmx		TNM_Elevation_service.asmx		TableData.asmx		TimeService1.asmx		TranslateService.asmx		TreeView.asmx		UDDIBusinessFinder.asmx		USHolidayDates.asmx		USHolidayService.asmx		USNG.asmx		ValidateEmail.asmx		ValidatorDemo.asmx		WSNewHotel.asmx		WarningWS.asmx		WeatherWS.asmx		XWebCheckOut.asmx		XWebEmailValidation.asmx		aba.asmx		addresslookup.asmx		affiliate.asmx		airport.asmx		bep.asmx		bulksms.asmx		cashflow.asmx		check.asmx		convertVolume.asmx		converter.asmx		country.asmx		currencyconvertor.asmx		currencyserverwebservice.asmx		delayedstockquote.asmx		eBayNotification.asmx		emailvernotestemail.asmx		exchangerates.asmx		faxservice.asmx		geoipservice.asmx		globalweather.asmx		globalweatherservice.asmx		icd10.asmx		icd9.asmx		icd9drug.asmx		icon.asmx		icontest.asmx		ip2geo.asmx		ip2proxywebservice.asmx		isbn.asmx		length.asmx		lookup.asmx		lpws.asmx		luhnchecker.asmx		mail.asmx		mma.asmx		moviefunctions.asmx		nodeb.asmx		phonenotify.asmx		postcodeservices.asmx		registryadmin.asmx		router.asmx		send.asmx		sendsms.asmx		sendsmsworld.asmx		services.asmx		simple.asmx		sms.asmx		stoai.asmx		stockquote.asmx		sunsetriseservice.asmx		uklocation.asmx		usweather.asmx		uszip.asmx		validate.asmx		whois.asmx		xEnergy.asmx		xGlobalQuotes.asmx		xInvestorRelations.asmx		xanalysts.asmx		xcalendar.asmx		xedgar.asmx		xestimates.asmx		xfinancials.asmx		xfundamentals.asmx		xfundholdings.asmx		xglobalhistorical.asmx		xhelp.asmx		xhistorical.asmx		xinsider.asmx		xinterbanks.asmx		xmoneymarkets.asmx		xnews.asmx		xquotes.asmx		xrates.asmx		xrealtime.asmx		xreleases.asmx		xscreener.asmx		xsecurity.asmx		xstatistics.asmx		xvwap.asmx		xwatchlists.asmx		zipdetailservice.asmx	
ABRXMLSearch.asmx	0.0	0.51666665	0.49790472	0.24035715	0.4887805	0.23444445	0.4970212	0.30942315	0.23541667	0.23966235	0.51679736	0.22003968	0.47526506	0.4946505	0.465173	0.22777772	0.20173611	0.21458332	0.44769132	0.19840279	0.17528278	0.18992901	0.24492122	0.5222692	0.5475294	0.56066936	0.5586944	0.18914616	0.37963372	0.2460488	0.48054838	0.4950887	0.51335627	0.14390366	0.19936869	0.5045635	0.20183462	0.47685185	0.4645873	0.2737832	0.49368104	0.22440477	0.45019293	0.45785215	0.24027304	0.5950441	0.24086243	0.5571614	0.29055765	0.5367234	0.59697	0.48657408	0.5222358	0.23509315	0.21701388	0.2128599	0.25745192	0.48902503	0.22060186	0.24311869	0.24071181	0.46956018	0.16580059	0.56911737	0.49050406	0.45071802	0.1676282	0.4623219	0.487123	0.24092329	0.24493055	0.5167227	0.48099414	0.33291665	0.49069443	0.48324075	0.20114192	0.23683436	0.22549602	0.1699867	0.49386477	0.20069444	0.22928241	0.19751787	0.21648285	0.21493056	0.20900373	0.3394315	0.4672149	0.4960203	0.32793674	0.23925313	0.20374618	0.4631499	0.43770358	0.44608834	0.46956018	0.56445235	0.5857437	0.21736112	0.23523913	0.48749998	0.1446717	0.4348421	0.54954845	0.47018543	0.42922068	0.27921453	0.21562502	0.4989532	0.59079367	0.6117002	0.23344705	0.48286283	0.6085127	0.20694445	0.2243365	0.5950718	0.49788943	0.5272469	0.20149225	0.16011156	0.23895016	0.44118547	0.21506946	0.16155533	0.49050406	0.165722	0.61339396	0.4996673	0.3341493	0.5147707	0.5814933	0.40615392	0.5263204	0.6238317	0.53618705	0.49401012	0.6070345	0.38615718	0.61304957	0.5983595	0.607193	0.53837293	0.49047565	0.59755766	0.6165901	0.6022633	0.5058925	0.5257707	0.5930705	0.60029656	0.5613957	0.53536206	0.49050406	
AJAXComparison.asmx	0.0	0.0	0.52859116	0.24506943	0.66108054	0.26715383	0.62324655	0.4459939	0.41916043	0.49340087	0.6137782	0.40518528	0.66327375	0.5080765	0.6504484	0.48850644	0.51191777	0.46447182	0.63567406	0.38115376	0.3316972	0.45029616	0.4968161	0.5662326	0.6663595	0.6479955	0.6639085	0.44162327	0.43480098	0.3920843	0.6097098	0.49786648	0.6275266	0.3855539	0.45882714	0.61239445	0.58188915	0.50423723	0.57903004	0.4515677	0.6182321	0.35728145	0.55954796	0.63535273	0.4666104	0.562576	0.34394073	0.5769992	0.36520505	0.62176496	0.58298653	0.56428355	0.5709761	0.427411	0.1424385	0.42593616	0.4076281	0.59508735	0.39867452	0.46795177	0.37873816	0.5888284	0.34443504	0.6507027	0.49310824	0.522816	0.32408524	0.5714664	0.52462715	0.40900236	0.43571946	0.60888535	0.61717993	0.4477433	0.5117553	0.5774915	0.41065067	0.33553308	0.363257	0.4726032	0.5198872	0.47922873	0.26111108	0.37663758	0.3902471	0.20746529	0.18831699	0.49682918	0.50702125	0.60645074	0.4436787	0.39246005	0.3758209	0.6021194	0.5382324	0.54696125	0.5701286	0.60840064	0.56526184	0.36255968	0.41892752	0.53257954	0.40369362	0.60231537	0.67721206	0.5692325	0.46791625	0.39866695	0.4757183	0.5791908	0.64240617	0.560546	0.21382572	0.57024765	0.6180339	0.40226334	0.34602404	0.6151503	0.6700786	0.5828511	0.46805158	0.3122348	0.386635	0.6548977	0.36689436	0.36170745	0.5867141	0.39837185	0.6214041	0.6145574	0.44752663	0.6321951	0.6513737	0.4228611	0.63880944	0.63277227	0.6109035	0.60176116	0.64503276	0.42015135	0.64937925	0.6317845	0.64720017	0.62667274	0.5863621	0.6196756	0.6445226	0.6400761	0.63058823	0.60360163	0.61934894	0.6484181	0.58733517	0.5853556	0.6254279	
ATFM.asmx	0.0	0.0	0.0	0.24662697	0.23973766	0.24861112	0.26341143	0.36723763	0.2111777	0.15255708	0.11597222	0.15386875	0.18926436	0.10902777	0.14535992	0.21210586	0.18269145	0.22534724	0.11597222	0.11597222	0.208858	0.23194608	0.2478857	0.23307973	0.4540811	0.42132685	0.45445836	0.14827053	0.23672321	0.13572958	0.19586186	0.13472223	0.247507	0.11597222	0.11597222	0.14566174	0.12790053	0.19541526	0.16812254	0.23543563	0.1722017	0.28179112	0.17906916	0.12849507	0.13004892	0.37813333	0.22209334	0.43690336	0.24912573	0.11813751	0.36362183	0.3175912	0.20815608	0.13396153	0.12465277	0.14166668	0.12291667	0.14340279	0.27455324	0.22458966	0.22222222	0.23437501	0.1878998	0.40490466	0.13472223	0.13696086	0.14166668	0.13472223	0.44622725	0.1644253	0.16887471	0.22867557	0.14166668	0.28497314	0.24358974	0.26461923	0.17168431	0.12916668	0.25409546	0.22098215	0.12780374	0.13472223	0.12465277	0.18982339	0.11597222	0.11597222	0.13472223	0.23260367	0.18613915	0.19549257	0.3425946	0.12954986	0.14932969	0.17743802	0.13659702	0.15917617	0.11597222	0.36587563	0.39719218	0.13518874	0.1273969	0.12986112	0.13472223	0.13639392	0.30423498	0.12696543	0.40723252	0.38121244	0.19446518	0.18233322	0.44560677	0.35939658	0.18909551	0.18485808	0.3988329	0.11597222	0.23569149	0.41884542	0.31295547	0.25258517	0.3016378	0.14166668	0.13472223	0.16054092	0.14166668	0.14785682	0.13472223	0.11597222	0.44059536	0.17610775	0.2835942	0.25298938	0.2917879	0.33224195	0.21010551	0.43452457	0.30696732	0.22195278	0.43817365	0.37705266	0.44510418	0.33347052	0.4374275	0.29701865	0.19449241	0.43556124	0.442623	0.47609332	0.1976758	0.22715855	0.38066417	0.32794368	0.3163709	0.21992785	0.14785235	
AjaxGetHandler.asmx	0.0	0.0	0.0	0.0	0.27677256	0.24950397	0.28975132	0.26121083	0.25612393	0.22197422	0.25048026	0.26970914	0.22486773	0.24032739	0.20335394	0.23697326	0.23181592	0.2166236	0.17307779	0.19986527	0.28577837	0.3105159	0.25075847	0.19930926	0.2135274	0.20208837	0.21438995	0.2781746	0.24002975	0.17880514	0.25916654	0.25198415	0.28664035	0.1875813	0.20844607	0.26443356	0.25288737	0.12722223	0.25612393	0.24240662	0.2418312	0.20734127	0.23978758	0.18589829	0.24830206	0.17586523	0.2352844	0.21340278	0.19976553	0.23019688	0.24107142	0.21081349	0.2170139	0.185948	0.21139221	0.22775324	0.207067	0.26776424	0.25612393	0.22343977	0.29499808	0.21450087	0.25152117	0.27430552	0.260647	0.23164682	0.26609036	0.27543926	0.27055466	0.22139552	0.23396784	0.21056548	0.23190007	0.24732144	0.23414987	0.2624566	0.23630951	0.115277775	0.15476353	0.21001141	0.15710577	0.21617717	0.21809481	0.21491626	0.18074045	0.2297867	0.22886777	0.23939002	0.19394843	0.29177016	0.2743475	0.24821082	0.3203782	0.28642547	0.11916667	0.12291667	0.15905884	0.19539618	0.24614336	0.24553573	0.23528439	0.12291667	0.24905755	0.12222222	0.20976871	0.24280754	0.2214344	0.19051266	0.22272336	0.22048612	0.1620167	0.24720252	0.21539594	0.2242478	0.2799353	0.23034285	0.20502037	0.22395834	0.21617717	0.25351417	0.15710577	0.17371032	0.23649442	0.2435516	0.23297577	0.112222224	0.28476742	0.112222224	0.25939375	0.25348526	0.23922704	0.26079243	0.320696	0.27618	0.24472965	0.2026627	0.26142105	0.24276772	0.27170363	0.21401721	0.2567932	0.27956086	0.24895415	0.2460572	0.18489821	0.2395757	0.24306598	0.24690355	0.26079243	0.24501403	0.24679972	0.20890647	0.18262549	0.20013256	0.26255375	
Antarctic_Gazetteer_Service.asmx	0.0	0.0	0.0	0.0	0.0	0.2733424	0.648971	0.5466454	0.5226964	0.5481422	0.7290273	0.4404226	0.67960566	0.48212448	0.6785579	0.5976675	0.5918451	0.4853189	0.6443673	0.46294683	0.46901792	0.47161555	0.58127165	0.6727392	0.6633798	0.6524722	0.65435046	0.55562127	0.52998775	0.46547803	0.7240291	0.5251889	0.7244107	0.4360723	0.44672388	0.6795512	0.51393783	0.6333087	0.64671344	0.48218906	0.69678	0.49581444	0.6705587	0.6118591	0.533221	0.7099511	0.4349227	0.68722016	0.4681254	0.75283545	0.7262945	0.62902373	0.77104425	0.4916274	0.21952161	0.4919725	0.54839957	0.7052948	0.60335314	0.61307114	0.6226759	0.6729787	0.449211	0.6505487	0.5096085	0.62908584	0.48464262	0.6486147	0.5334769	0.53657806	0.53314435	0.6318636	0.6478192	0.48418844	0.48930833	0.660596	0.4969519	0.41110012	0.43823302	0.4623816	0.64395946	0.46258742	0.24748987	0.53627825	0.45253527	0.31127506	0.22886828	0.4979865	0.48941064	0.7067707	0.60429657	0.5378483	0.5241979	0.7489547	0.5552863	0.5702167	0.6324521	0.70609456	0.69043016	0.42141196	0.504316	0.5954005	0.49148646	0.6084614	0.7458453	0.5930287	0.51155233	0.41298437	0.43981797	0.59851414	0.6879342	0.68006986	0.21919566	0.68326527	0.70103997	0.5138011	0.5291774	0.8015828	0.6485238	0.6540849	0.47542647	0.4915799	0.57319534	0.65289634	0.45849127	0.41500145	0.72866994	0.4082891	0.6632351	0.6837115	0.5336773	0.7200482	0.74754906	0.5302503	0.7313388	0.69933677	0.7172809	0.66496843	0.6994979	0.59773004	0.6824152	0.68935233	0.7349878	0.74813414	0.66654223	0.6532255	0.7272114	0.7037104	0.6966562	0.74725515	0.68176484	0.71276283	0.6689787	0.71146137	0.7061462	
Artist.asmx	0.0	0.0	0.0	0.0	0.0	0.0	0.28486112	0.25762063	0.24421296	0.22851281	0.2029372	0.265377	0.20433454	0.21816845	0.20900074	0.26898795	0.23382422	0.22377734	0.16813536	0.16516377	0.19097224	0.12222222	0.21974206	0.21127138	0.23496999	0.21393308	0.21393308	0.21676588	0.18966419	0.22371033	0.22635803	0.22668651	0.24104533	0.21243688	0.24431819	0.25329122	0.24591503	0.13416667	0.21412039	0.18931592	0.21014957	0.22569445	0.28306052	0.26388887	0.25308225	0.2257359	0.22280094	0.2090278	0.18892203	0.2278312	0.2257359	0.21875	0.2543403	0.26364088	0.116666675	0.24421296	0.24604689	0.24632353	0.22106484	0.22380053	0.2794237	0.25028652	0.19910201	0.22385098	0.21788195	0.11597222	0.23851496	0.24957265	0.21127138	0.24421296	0.22280094	0.15511522	0.19404534	0.25486112	0.27604702	0.2922619	0.29225144	0.115277775	0.12222222	0.21250583	0.112222224	0.18797566	0.23743638	0.1792624	0.24272875	0.22048612	0.21670751	0.22070031	0.2581299	0.20563537	0.20568399	0.20059976	0.18544304	0.20509462	0.112222224	0.11597222	0.16262546	0.11597222	0.2767361	0.10972223	0.22337963	0.11597222	0.20676345	0.10972223	0.23458914	0.16318798	0.22395833	0.1936553	0.23024891	0.12222222	0.2342172	0.25329524	0.28769457	0.25565246	0.11597222	0.22371033	0.16935134	0.29473335	0.25988847	0.19110064	0.17135614	0.24930555	0.24820529	0.21610066	0.22974539	0.22361112	0.24565974	0.27708334	0.21101493	0.23208825	0.2492978	0.2483383	0.20744048	0.22185673	0.24070844	0.20459893	0.22031923	0.22150666	0.28145227	0.19744317	0.27617043	0.2249136	0.2277023	0.23433143	0.21566556	0.24011739	0.25489497	0.22430556	0.22167659	0.20744048	0.23236215	0.2968164	0.21566556	0.27424693	0.22243643	
AustralianPostCode.asmx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4983477	0.5248022	0.47397226	0.4991355	0.3568065	0.63606465	0.48431563	0.626604	0.47807014	0.33032864	0.38348264	0.5131132	0.29619104	0.426567	0.48101965	0.4971464	0.5927956	0.6943843	0.6816041	0.686178	0.59253764	0.46554345	0.54723436	0.5998082	0.4987141	0.6381398	0.41152388	0.37083828	0.64757013	0.5369817	0.42814815	0.6296656	0.5419321	0.57968	0.31602526	0.620266	0.64219904	0.46938086	0.6160948	0.30474102	0.61242634	0.37463975	0.5864377	0.6017311	0.5842502	0.61927056	0.39718568	0.14964615	0.52401054	0.24715255	0.6515386	0.41786733	0.2210648	0.28446573	0.47964153	0.4787378	0.65342885	0.49440956	0.5381551	0.33444172	0.56886286	0.5388436	0.55400574	0.52203095	0.6053646	0.5699879	0.49845284	0.522914	0.667564	0.5127418	0.28205094	0.43104938	0.48140812	0.43681598	0.38040614	0.23058942	0.5621438	0.3732336	0.23147863	0.2738849	0.53201354	0.5181481	0.63952065	0.43219882	0.44083554	0.51270014	0.6149826	0.589624	0.5866592	0.4645566	0.5865128	0.61088014	0.2625649	0.21196333	0.41064814	0.32756895	0.62714416	0.6956646	0.44022378	0.56496537	0.3329685	0.4671684	0.6062769	0.6244864	0.6474829	0.23991244	0.6646344	0.6723933	0.49463648	0.18687996	0.64369607	0.65538406	0.6293217	0.45088333	0.25496605	0.2591845	0.7239545	0.21956824	0.39815682	0.5631377	0.35886148	0.6355174	0.6814049	0.4659896	0.67448515	0.68682003	0.43656126	0.65275115	0.62518483	0.67951345	0.66307515	0.68933725	0.44182694	0.6743658	0.6758926	0.68149567	0.6106308	0.6152334	0.63433754	0.6640273	0.6488291	0.6531758	0.6128691	0.6481388	0.6979392	0.61735994	0.6318154	0.64269716	
Availability.asmx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.399619	0.19336957	0.19336787	0.24299183	0.30119258	0.20399305	0.24015734	0.23034483	0.20891204	0.221875	0.208133	0.11853087	0.263464	0.25731525	0.22767067	0.24566688	0.45861435	0.43209255	0.43209255	0.25108486	0.4414994	0.2280691	0.23189567	0.25326332	0.3203215	0.21527779	0.21354166	0.2240966	0.22109194	0.12027778	0.30461675	0.3459413	0.21057202	0.2013889	0.20005924	0.1424191	0.199586	0.40505892	0.12844826	0.3451241	0.1325734	0.23892821	0.34954166	0.21654402	0.35664377	0.2299107	0.20370372	0.2019676	0.16437528	0.25941622	0.31473708	0.17516543	0.2774706	0.2109375	0.22652376	0.45322472	0.24534097	0.10902777	0.3040681	0.26427528	0.4928127	0.30659327	0.2356004	0.31927693	0.29403812	0.30152267	0.2178953	0.36994058	0.2690711	0.14722222	0.20833333	0.2501044	0.10527778	0.21631946	0.21990742	0.2550273	0.16430047	0.1997317	0.18524535	0.52489007	0.26388654	0.32977206	0.33620074	0.17121372	0.27695334	0.3107423	0.10527778	0.13075879	0.10902777	0.29400533	0.38279158	0.12222222	0.20201974	0.11597222	0.21481536	0.13472223	0.44316995	0.10391414	0.5810255	0.31434909	0.26648766	0.22387475	0.43464983	0.3220577	0.24194622	0.2532534	0.28088826	0.10099206	0.19270831	0.40131634	0.43857998	0.23274156	0.26394638	0.20034721	0.20411788	0.22720997	0.1527308	0.21666667	0.28535166	0.20972222	0.50450355	0.35375854	0.4753669	0.32762635	0.46614307	0.46620888	0.33530843	0.45435157	0.45972607	0.33443004	0.52071244	0.4723241	0.4825019	0.47058886	0.46411747	0.43199193	0.34035796	0.4624032	0.47772092	0.4903813	0.35110474	0.34591806	0.4893043	0.47758067	0.45774058	0.37433773	0.3129438	
BibleData.asmx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3012997	0.19026579	0.33564815	0.37623936	0.15363422	0.24578619	0.31986523	0.20407197	0.23912342	0.20316951	0.20601852	0.4315692	0.32787937	0.3105116	0.28769207	0.5804602	0.5735157	0.57530457	0.29143617	0.43640584	0.19241758	0.22623911	0.2231236	0.47026077	0.21001683	0.20307238	0.25338086	0.19658467	0.19130774	0.27588502	0.47645223	0.21897143	0.10099206	0.27760637	0.16245402	0.19622506	0.43978578	0.21296296	0.4032449	0.25396004	0.26498234	0.39338088	0.16516377	0.4569294	0.1964895	0.18981482	0.32867393	0.20797952	0.2478511	0.5442221	0.22117002	0.27953705	0.19299768	0.18206823	0.5786301	0.21670544	0.10902777	0.30281562	0.29382467	0.5492158	0.36955228	0.41221094	0.45248067	0.27463195	0.24953702	0.20316951	0.37039492	0.24884635	0.28958333	0.2491402	0.23517683	0.21203703	0.27124867	0.23842591	0.43982965	0.19839324	0.19795634	0.21645814	0.53839314	0.23624495	0.47535983	0.4347408	0.20370372	0.28719062	0.45611423	0.16130775	0.22790207	0.21498843	0.30727744	0.42494082	0.21412039	0.1762942	0.22627316	0.26499867	0.12222222	0.5572283	0.20307238	0.63213503	0.286858	0.20246932	0.39824733	0.5092764	0.3905879	0.21154077	0.40375322	0.45348775	0.24511167	0.20370372	0.4379509	0.5810636	0.32807973	0.40205836	0.1839818	0.21593828	0.26155773	0.25565246	0.24458161	0.27247685	0.21203703	0.48051792	0.45636165	0.4597624	0.5187815	0.5044066	0.51451695	0.5045391	0.5341408	0.52626204	0.45996636	0.46764728	0.51938903	0.4836051	0.47548807	0.47843546	0.4409982	0.45815867	0.4842822	0.5391458	0.5135617	0.5176661	0.4694988	0.46242076	0.49795872	0.45782894	0.47913152	0.32674038	
BookStoreService.asmx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33816803	0.21050347	0.5001963	0.19444443	0.48179656	0.591748	0.22303051	0.25554886	0.21710607	0.31759766	0.48243207	0.40828866	0.60484326	0.46571955	0.47141016	0.47141016	0.48694235	0.53149754	0.5334653	0.47089756	0.31556168	0.31192517	0.67099154	0.22632577	0.21875001	0.2900402	0.38401562	0.21493056	0.53295577	0.5150838	0.3055492	0.10793651	0.45250914	0.24023485	0.33503816	0.5325669	0.23363252	0.5496055	0.53911495	0.579054	0.6188448	0.34155136	0.6677324	0.34380043	0.21324497	0.33901405	0.3730068	0.40777218	0.48121768	0.3686356	0.36406252	0.23625383	0.29677254	0.47731897	0.31384996	0.26130807	0.3000642	0.31651065	0.6682036	0.43914786	0.5211736	0.49133685	0.27977365	0.45034665	0.20544596	0.5165049	0.5040767	0.25512153	0.4267149	0.33006704	0.23157015	0.23941307	0.31111285	0.5251714	0.21436171	0.3043564	0.30396718	0.5264596	0.23807295	0.47647488	0.62600064	0.4082509	0.3309452	0.63572174	0.11916667	0.37114045	0.2248264	0.4924304	0.48057407	0.17775959	0.33901978	0.20980234	0.22083335	0.40907893	0.6022227	0.23693512	0.47648272	0.34649792	0.33664232	0.47414076	0.568238	0.59471923	0.19079717	0.5169076	0.54136103	0.28337458	0.19492427	0.6801601	0.53387165	0.5003009	0.482638	0.29125264	0.3363885	0.48351318	0.22366165	0.43462017	0.4027602	0.21493056	0.5591219	0.5140042	0.55061626	0.4896505	0.49411863	0.49444818	0.5005196	0.5262806	0.43741524	0.48388106	0.5447047	0.5387928	0.56010306	0.5522164	0.50754714	0.49794534	0.50321007	0.52945185	0.53900564	0.5673553	0.5325355	0.589708	0.551	0.53448474	0.50922513	0.48710817	0.6096574	
